"","asia","tub","smoke","lung","bronc","either","xray","dysp"
"1945","no","no","yes","no","no","no","no","no"
"1946","no","no","no","no","no","no","no","no"
"1947","no","no","yes","yes","yes","yes","yes","yes"
"1948","no","no","no","no","no","no","no","no"
"1949","no","no","no","no","yes","no","no","yes"
"1950","no","no","yes","no","no","no","yes","no"
"1951","no","yes","no","no","no","yes","yes","yes"
"1952","no","no","no","no","no","no","no","no"
"1953","no","no","yes","no","yes","no","no","yes"
"1954","no","no","yes","no","yes","no","no","yes"
"1955","no","no","yes","no","yes","no","no","yes"
"1956","no","no","yes","no","yes","no","no","yes"
"1957","no","no","yes","no","yes","no","no","no"
"1958","no","no","no","no","yes","no","no","yes"
"1959","no","no","no","no","no","no","no","yes"
"1960","no","no","no","no","no","no","no","no"
"1961","no","no","yes","no","no","no","no","yes"
"1962","no","no","no","no","yes","no","no","yes"
"1963","no","no","yes","yes","yes","yes","yes","yes"
"1964","no","no","no","no","no","no","no","no"
"1965","yes","no","yes","no","no","no","no","no"
"1966","no","no","no","no","yes","no","no","yes"
"1967","no","no","no","no","no","no","no","no"
"1968","no","no","yes","no","no","no","no","no"
"1969","no","no","yes","no","no","no","no","no"
"1970","no","no","no","no","no","no","no","no"
"1971","no","no","yes","yes","yes","yes","yes","yes"
"1972","no","no","yes","no","yes","no","no","yes"
"1973","no","no","yes","yes","yes","yes","yes","yes"
"1974","no","no","yes","no","no","no","yes","no"
"1975","no","no","yes","no","yes","no","no","yes"
"1976","no","no","yes","no","no","no","no","no"
"1977","no","no","yes","yes","yes","yes","yes","yes"
"1978","no","no","yes","no","yes","no","no","yes"
"1979","no","no","no","no","no","no","no","no"
"1980","no","no","no","no","no","no","no","no"
"1981","no","no","yes","no","yes","no","no","yes"
"1982","no","no","yes","no","no","no","no","no"
"1983","no","no","no","no","yes","no","no","yes"
"1984","no","no","no","no","no","no","no","no"
"1985","no","no","yes","no","yes","no","no","yes"
"1986","no","no","no","no","no","no","no","no"
"1987","no","no","no","no","no","no","no","no"
"1988","no","no","no","no","yes","no","no","yes"
"1989","no","no","no","no","no","no","no","no"
"1990","no","no","no","no","no","no","no","no"
"1991","no","no","yes","no","no","no","no","no"
"1992","no","no","no","no","no","no","yes","no"
"1993","no","no","no","no","yes","no","no","no"
"1994","no","no","no","no","no","no","no","no"
"1995","no","no","no","no","no","no","no","no"
"1996","no","no","yes","no","no","no","no","no"
"1997","no","no","no","no","no","no","no","no"
"1998","no","no","no","no","no","no","no","no"
"1999","no","no","yes","no","no","no","no","no"
"2000","no","no","no","no","yes","no","no","yes"
"2001","no","no","yes","no","yes","no","no","yes"
"2002","no","no","no","no","no","no","no","no"
"2003","no","no","no","no","no","no","yes","no"
"2004","no","no","yes","yes","no","yes","yes","yes"
"2005","no","no","yes","no","no","no","no","no"
"2006","no","no","no","no","no","no","no","no"
"2007","no","no","yes","no","yes","no","no","yes"
"2008","no","no","yes","no","no","no","no","yes"
"2009","no","no","no","no","no","no","no","no"
"2010","no","no","no","no","no","no","no","no"
"2011","no","no","yes","no","yes","no","no","yes"
"2012","no","no","no","no","yes","no","no","yes"
"2013","no","no","yes","no","yes","no","no","yes"
"2014","no","no","yes","no","yes","no","yes","yes"
"2015","no","no","no","no","yes","no","no","no"
"2016","no","no","no","no","no","no","no","no"
"2017","no","no","yes","no","yes","no","no","yes"
"2018","no","no","no","no","yes","no","no","yes"
"2019","no","no","no","yes","no","yes","yes","yes"
"2020","no","no","no","no","no","no","no","no"
"2021","no","no","no","no","yes","no","no","yes"
"2022","no","no","yes","no","no","no","no","no"
"2023","no","no","no","no","no","no","no","no"
"2024","no","no","yes","no","yes","no","no","yes"
"2025","no","no","no","no","yes","no","no","no"
"2026","no","no","no","no","no","no","no","no"
"2027","no","no","yes","no","yes","no","no","yes"
"2028","no","no","yes","no","yes","no","yes","yes"
"2029","no","no","no","no","yes","no","no","yes"
"2030","no","no","no","no","yes","no","no","yes"
"2031","no","no","yes","no","yes","no","no","yes"
"2032","no","no","no","no","no","no","no","no"
"2033","no","no","no","no","no","no","no","no"
"2034","no","no","no","no","no","no","no","no"
"2035","no","no","yes","no","no","no","no","no"
"2036","no","no","no","no","no","no","no","no"
"2037","no","no","no","no","yes","no","no","yes"
"2038","no","no","yes","no","no","no","no","yes"
"2039","no","no","yes","no","yes","no","no","yes"
"2040","no","no","no","no","yes","no","no","yes"
"2041","no","no","no","no","yes","no","no","yes"
"2042","no","no","no","no","no","no","no","no"
"2043","no","no","no","no","no","no","no","no"
"2044","no","no","no","no","no","no","no","no"
"2045","no","no","no","no","no","no","no","no"
"2046","no","no","yes","yes","yes","yes","yes","yes"
"2047","no","no","yes","no","no","no","no","no"
"2048","no","no","no","no","no","no","no","no"
"2049","no","no","yes","no","yes","no","no","yes"
"2050","no","no","no","no","yes","no","no","yes"
"2051","no","no","yes","no","yes","no","no","yes"
"2052","no","no","yes","no","yes","no","no","no"
"2053","no","no","yes","no","yes","no","no","yes"
"2054","no","no","no","no","no","no","no","yes"
"2055","no","no","yes","no","yes","no","no","yes"
"2056","no","no","no","no","no","no","no","yes"
"2057","no","no","no","no","yes","no","no","no"
"2058","no","no","yes","yes","yes","yes","yes","yes"
"2059","no","no","yes","no","yes","no","no","yes"
"2060","no","no","no","no","no","no","no","no"
"2061","no","no","no","no","no","no","no","yes"
"2062","no","no","no","no","no","no","no","no"
"2063","no","no","no","no","no","no","no","no"
"2064","no","no","yes","no","no","no","no","no"
"2065","no","no","no","no","no","no","no","no"
"2066","no","no","no","no","yes","no","no","yes"
"2067","no","no","no","no","no","no","no","no"
"2068","no","no","yes","no","yes","no","no","yes"
"2069","no","no","yes","no","yes","no","no","yes"
"2070","no","no","no","no","no","no","no","no"
"2071","no","no","no","no","no","no","no","no"
"2072","no","no","no","no","no","no","no","no"
"2073","no","no","no","no","no","no","no","no"
"2074","no","no","no","no","no","no","no","no"
"2075","no","no","yes","no","no","no","no","no"
"2076","no","no","no","no","no","no","no","no"
"2077","no","no","no","no","no","no","no","no"
"2078","no","no","no","no","yes","no","no","yes"
"2079","no","no","no","no","no","no","no","no"
"2080","no","no","yes","yes","yes","yes","yes","yes"
"2081","no","no","yes","no","no","no","no","no"
"2082","no","no","no","no","no","no","no","yes"
"2083","no","no","no","no","no","no","no","no"
"2084","no","no","no","no","no","no","no","no"
"2085","no","no","no","no","no","no","no","no"
"2086","no","no","yes","no","no","no","no","no"
"2087","no","no","yes","yes","no","yes","yes","yes"
"2088","no","no","yes","no","yes","no","no","no"
"2089","no","no","no","no","yes","no","no","yes"
"2090","no","no","no","no","yes","no","no","yes"
"2091","no","no","yes","no","yes","no","no","no"
"2092","no","no","yes","no","yes","no","no","no"
"2093","no","no","no","no","no","no","no","no"
"2094","no","no","yes","no","yes","no","no","yes"
"2095","no","no","no","no","yes","no","no","yes"
"2096","no","no","yes","no","yes","no","no","yes"
"2097","no","no","yes","no","yes","no","no","yes"
"2098","no","no","yes","no","no","no","no","no"
"2099","no","no","no","no","no","no","no","no"
"2100","no","no","yes","no","yes","no","yes","no"
"2101","no","no","no","no","yes","no","no","no"
"2102","no","no","no","no","no","no","no","no"
"2103","no","no","yes","no","yes","no","no","yes"
"2104","no","no","no","no","no","no","no","no"
"2105","no","no","yes","no","yes","no","no","yes"
"2106","no","no","yes","no","no","no","no","no"
"2107","no","no","no","no","no","no","no","yes"
"2108","no","no","yes","no","yes","no","no","yes"
"2109","no","no","yes","no","yes","no","no","no"
"2110","no","no","no","no","yes","no","no","yes"
"2111","no","no","no","no","no","no","no","no"
"2112","no","no","yes","no","yes","no","no","yes"
"2113","no","no","no","no","yes","no","no","yes"
"2114","no","no","yes","no","no","no","yes","no"
"2115","no","no","yes","no","yes","no","yes","yes"
"2116","no","no","yes","no","yes","no","no","no"
"2117","no","no","yes","no","yes","no","no","yes"
"2118","no","no","no","no","no","no","no","no"
"2119","no","no","no","no","no","no","no","no"
"2120","no","no","no","no","no","no","no","no"
"2121","no","no","yes","no","yes","no","no","yes"
"2122","no","no","yes","no","yes","no","yes","yes"
"2123","no","no","no","no","no","no","no","no"
"2124","no","no","no","no","yes","no","no","yes"
"2125","no","no","no","no","no","no","no","no"
"2126","yes","no","no","no","no","no","no","no"
"2127","no","no","yes","no","yes","no","no","yes"
"2128","no","no","yes","no","yes","no","no","yes"
"2129","no","no","no","no","no","no","no","no"
"2130","no","no","no","no","no","no","no","no"
"2131","no","no","yes","no","yes","no","no","yes"
"2132","no","no","no","no","yes","no","no","yes"
"2133","no","no","no","no","yes","no","no","yes"
"2134","no","no","yes","no","no","no","no","no"
"2135","no","no","yes","no","yes","no","no","yes"
"2136","no","no","no","no","yes","no","no","yes"
"2137","no","no","yes","no","no","no","no","no"
"2138","no","no","yes","no","yes","no","no","yes"
"2139","no","no","no","no","yes","no","yes","yes"
"2140","no","no","yes","no","no","no","no","no"
"2141","no","no","yes","no","yes","no","no","yes"
"2142","no","no","yes","no","no","no","no","no"
"2143","no","no","yes","no","no","no","no","no"
"2144","no","no","no","no","yes","no","no","yes"
"2145","no","no","no","no","yes","no","no","no"
"2146","no","no","yes","no","no","no","no","no"
"2147","no","no","no","no","no","no","no","no"
"2148","no","no","yes","no","yes","no","no","yes"
"2149","no","no","no","no","no","no","no","no"
"2150","no","no","yes","no","yes","no","no","yes"
"2151","no","no","yes","no","no","no","yes","no"
"2152","no","no","yes","no","no","no","no","no"
"2153","no","no","no","no","no","no","no","no"
"2154","no","no","no","no","no","no","no","no"
"2155","no","no","yes","yes","yes","yes","yes","yes"
"2156","no","no","no","no","yes","no","no","no"
"2157","no","no","yes","no","yes","no","no","no"
"2158","no","no","no","no","no","no","no","no"
"2159","no","no","no","no","no","no","no","no"
"2160","no","no","no","no","yes","no","no","yes"
"2161","no","no","yes","no","yes","no","no","no"
"2162","no","no","no","no","no","no","yes","no"
"2163","no","no","no","no","no","no","no","no"
"2164","no","no","yes","no","no","no","no","no"
"2165","no","no","yes","no","no","no","yes","yes"
"2166","yes","yes","yes","no","yes","yes","yes","yes"
"2167","no","no","no","no","no","no","no","no"
"2168","no","no","yes","no","yes","no","yes","yes"
"2169","no","no","no","no","no","no","no","no"
"2170","no","no","yes","no","no","no","no","no"
"2171","no","no","no","no","yes","no","no","yes"
"2172","no","no","no","no","yes","no","no","yes"
"2173","no","no","no","no","no","no","no","no"
"2174","no","no","no","no","no","no","no","no"
"2175","no","no","yes","no","yes","no","no","yes"
"2176","no","no","no","no","no","no","no","no"
"2177","no","no","yes","no","yes","no","no","yes"
"2178","no","yes","yes","yes","yes","yes","yes","yes"
"2179","no","no","no","no","no","no","no","no"
"2180","no","no","yes","no","yes","no","no","yes"
"2181","no","no","yes","no","yes","no","no","no"
"2182","no","no","no","no","yes","no","no","yes"
"2183","no","no","no","no","no","no","no","yes"
"2184","no","no","no","no","no","no","no","no"
"2185","no","no","no","no","yes","no","no","no"
"2186","no","no","yes","no","yes","no","no","yes"
"2187","no","no","no","no","yes","no","no","yes"
"2188","no","no","no","no","no","no","no","no"
"2189","no","no","no","no","yes","no","no","no"
"2190","no","no","no","no","no","no","no","no"
"2191","no","no","yes","no","no","no","no","no"
"2192","no","no","yes","no","yes","no","no","yes"
"2193","no","no","yes","no","no","no","no","no"
"2194","no","no","yes","no","yes","no","no","no"
"2195","no","no","yes","no","yes","no","no","yes"
"2196","no","no","no","no","no","no","no","no"
"2197","no","no","no","no","yes","no","no","yes"
"2198","no","no","yes","no","yes","no","no","yes"
"2199","no","no","no","no","yes","no","no","yes"
"2200","no","no","no","no","no","no","no","no"
"2201","no","no","yes","no","yes","no","no","yes"
"2202","no","no","yes","no","no","no","no","no"
"2203","no","no","no","no","yes","no","no","yes"
"2204","no","no","yes","no","yes","no","no","yes"
"2205","no","no","yes","no","no","no","no","no"
"2206","no","no","no","no","yes","no","no","yes"
"2207","no","no","no","no","no","no","no","no"
"2208","no","no","yes","no","no","no","no","no"
"2209","no","no","no","no","no","no","no","no"
"2210","no","no","yes","no","no","no","no","yes"
"2211","no","no","no","no","no","no","no","no"
"2212","no","no","no","no","no","no","no","no"
"2213","no","no","no","no","no","no","no","no"
"2214","no","no","no","no","yes","no","no","yes"
"2215","no","no","yes","no","yes","no","no","yes"
"2216","no","no","yes","no","yes","no","no","yes"
"2217","no","no","no","no","no","no","no","no"
"2218","no","no","yes","no","no","no","no","no"
"2219","no","no","yes","no","no","no","yes","no"
"2220","no","no","no","no","no","no","no","yes"
"2221","no","no","no","no","no","no","no","no"
"2222","no","no","yes","no","no","no","no","no"
"2223","no","no","yes","no","no","no","no","no"
"2224","no","no","yes","no","no","no","no","yes"
"2225","no","no","yes","no","no","no","no","no"
"2226","no","no","yes","no","no","no","no","no"
"2227","no","no","yes","no","no","no","no","no"
"2228","no","no","yes","no","no","no","no","no"
"2229","no","no","yes","no","yes","no","no","yes"
"2230","no","no","yes","no","yes","no","no","yes"
"2231","no","no","yes","no","yes","no","no","no"
"2232","no","no","yes","no","yes","no","no","yes"
"2233","no","no","yes","no","no","no","no","no"
"2234","no","no","yes","no","no","no","no","no"
"2235","no","no","no","no","yes","no","no","no"
"2236","no","no","no","no","no","no","no","no"
"2237","no","no","yes","yes","no","yes","yes","no"
"2238","no","no","no","no","no","no","no","no"
"2239","no","no","yes","no","no","no","yes","no"
"2240","yes","no","yes","no","yes","no","no","yes"
"2241","no","no","no","no","yes","no","no","yes"
"2242","no","no","no","no","yes","no","no","yes"
"2243","no","no","yes","yes","yes","yes","yes","yes"
"2244","no","no","yes","no","no","no","no","yes"
"2245","no","no","no","no","no","no","no","no"
"2246","no","no","yes","no","yes","no","no","yes"
"2247","no","no","no","no","no","no","no","no"
"2248","no","no","yes","no","yes","no","no","no"
"2249","no","no","yes","no","yes","no","no","yes"
"2250","no","no","yes","no","yes","no","no","yes"
"2251","no","no","no","no","no","no","no","no"
"2252","no","no","yes","no","yes","no","no","no"
"2253","no","no","no","no","yes","no","no","yes"
"2254","no","no","no","no","no","no","no","no"
