"","N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"1536","Neutral","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Clear","Clear","Clear","Clear","None","Weak","Westerly","Weak","None","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jul16_Aug10","J","CThruK","PartInhibit","LessThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","Average","LessUnstable","GJ","PartInhibit","Weak","None","J","XNIL","XNIL","XNIL","LowMtsHighPl","Steep","Dry","CloseToDryAd","NoMajor","MoistMDryL","E_W_N","LittleChange","None","LV","LVorOther","SEQuad"
"1537","StrongUp","Neutral","Down","Neutral","Neutral","Neutral","VeryWet","Neutral","Neutral","PC","Clear","Clear","PC","Weak","Strong","DCVZFavor","Strong","None","Strong","Marked","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Jul2_Jul15","K","CThruK","None","LessThanAve","LessThanAve","K","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Slight","K","XNIL","XNIL","XNIL","Other","ModerateOrLe","Average","ModerateOrLe","StrongFront","Other","E_W_N","SigNegative","Other","SWQuad","Westerly","SEQuad"
"1538","Down","Neutral","Down","Neutral","Neutral","Dry","Dry","Dry","Dry","PC","Cloudy","PC","PC","Weak","Strong","Westerly","Strong","None","Weak","Some","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul2_Jul15","G","CThruK","None","Average","Average","G","N1GtLIGt_4","Instability","MoreUnstable","Average","GJ","Stifling","Moderate","Moderate","G","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","MarkedUpper","MoistMDryL","Other","LittleChange","None","SWQuad","LVorOther","LongAnticyc"
"1539","StrongUp","WeakUp","Down","Neutral","Neutral","Dry","Wet","Neutral","Neutral","Clear","Clear","Clear","Clear","Weak","Strong","DCVZFavor","Strong","None","Strong","Some","LittleChange","LittleChange","Negative","Decreasing","SVR","Aug20_Sep15","I","CThruK","PartInhibit","Average","MoreThanAve","ABI","N5GtLIGt_8","Stability","Average","Average","HI","None","Weak","Strong","I","SVR","SVR","SVR","LowSHighN","CloseToDryAd","Average","CloseToDryAd","OtherRapid","Other","E_W_S","SigNegative","QStationary","AllElse","LVorOther","E_NE"
"1540","WeakUp","Down","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","PC","PC","PC","PC","None","Weak","DCVZFavor","None","None","Weak","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","May15_Jun14","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Neutral","Average","Average","B","None","Weak","Slight","B","SVR","SVR","SVR","LowMtsHighPl","Steep","VeryMoist","CloseToDryAd","OtherRapid","DryMMoistL","E_W_S","LittleChange","QStationary","AllElse","Westerly","DenvCyclone"
"1541","WeakUp","Neutral","Down","Neutral","Neutral","Dry","Dry","Neutral","Neutral","Clear","PC","Clear","Clear","Strong","Strong","Other","None","Strong","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","SVR","Aug11_Aug20","G","CThruK","PartInhibit","Average","LessThanAve","G","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","GJ","PartInhibit","Weak","None","G","XNIL","XNIL","SVR","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","StrongFront","MoistMDryL","Other","NegToPos","None","NWQuad","LVorOther","WidespdDnsl"
"1542","Down","StronUp","WeakUp","WeakUp","WeakUp","Wet","Dry","Neutral","Wet","Cloudy","Cloudy","Cloudy","Cloudy","Weak","Weak","Other","None","None","None","None","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul16_Aug10","I","CThruK","PartInhibit","LessThanAve","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","Stifling","Unfavorable","None","I","XNIL","XNIL","SIG","LowSHighN","Steep","VeryMoist","ModerateOrLe","NoMajor","DryMMoistL","E_W_N","NegToPos","QStationary","AllElse","LVorOther","E_NE"
"1543","Down","Neutral","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Clear","PC","Clear","Clear","Strong","Strong","Westerly","Strong","None","Strong","Some","LittleChange","LittleChange","Negative","LittleChange","SVR","Jul16_Aug10","C","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Strong","Strong","C","XNIL","XNIL","SVR","LowEvrywhere","Steep","Dry","ModerateOrLe","NoMajor","MoistMDryL","E_W_N","SigPositive","None","NWQuad","Westerly","LongAnticyc"
"1544","Neutral","Down","WeakUp","Down","Down","Neutral","Neutral","Neutral","Neutral","PC","PC","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jun15_Jul1","J","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","Average","Average","GJ","Stifling","Unfavorable","None","J","XNIL","XNIL","XNIL","LowSHighN","Stable","Average","CloseToDryAd","NoMajor","DryMMoistL","E_W_N","LittleChange","Other","LV","LVorOther","LV"
"1545","Down","Neutral","Down","Down","Down","Neutral","Dry","Dry","Dry","PC","PC","PC","PC","Weak","Weak","DCVZFavor","Weak","Weak","Weak","None","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jul2_Jul15","J","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Stability","Average","Average","GJ","None","Moderate","Strong","J","XNIL","XNIL","SIG","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","NoMajor","MoistMDryL","DryLine","LittleChange","Moving","LV","LVorOther","LV"
"1546","Down","Down","Neutral","Down","Down","Neutral","Neutral","Neutral","Dry","PC","PC","PC","PC","Weak","Weak","DCVZFavor","None","None","None","None","LittleChange","LittleChange","WeakPos","Increasing","SIG","Jun15_Jul1","G","CThruK","Stifling","MoreThanAve","MoreThanAve","G","LIGt0","Stability","LessUnstable","LessUnstable","GJ","PartInhibit","Unfavorable","None","G","XNIL","XNIL","SIG","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","NoMajor","MoistMDryL","DryLine","NegToPos","None","SWQuad","LVorOther","WidespdDnsl"
"1547","StrongUp","Down","Neutral","StrongUp","StrongUp","VeryWet","Neutral","VeryWet","VeryWet","PC","PC","PC","Cloudy","None","Weak","DCVZFavor","Weak","None","Weak","Some","LittleChange","LittleChange","WeakPos","Increasing","SIG","Jul2_Jul15","B","AB","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","B","PartInhibit","Unfavorable","None","B","SVR","SVR","SVR","LowEvrywhere","ModerateOrLe","VeryMoist","CloseToDryAd","StrongFront","Other","DenvCyclone","LittleChange","Other","LV","Westerly","DenvCyclone"
"1548","WeakUp","Down","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","None","Weak","Westerly","None","Weak","None","None","DecCapIncIns","Decreasing","WeakPos","LittleChange","XNIL","Jul16_Aug10","G","CThruK","Stifling","Average","LessThanAve","G","LIGt0","Neutral","Average","Average","GJ","None","Weak","None","G","XNIL","XNIL","XNIL","LowNHighS","CloseToDryAd","Dry","CloseToDryAd","MarkedUpper","MoistMDryL","DryLine","PosToNeg","QStationary","LV","Westerly","LongAnticyc"
"1549","Neutral","WeakUp","StrongUp","WeakUp","WeakUp","Wet","Dry","Wet","Wet","Clear","Clear","Clear","Clear","Strong","Strong","Other","None","Weak","Weak","None","LittleChange","LittleChange","WeakPos","Increasing","SIG","May15_Jun14","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","Average","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","A","SVR","SVR","SVR","LowMtsHighPl","Stable","Average","Steep","StrongFront","Other","DenvCyclone","SigNegative","Other","SWQuad","Westerly","SEQuad"
"1550","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","PC","Clear","Cloudy","Cloudy","Weak","Strong","Other","None","None","None","None","LittleChange","LittleChange","StrongPos","Increasing","SVR","Jul16_Aug10","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","Average","Average","B","Stifling","Strong","None","B","SIG","SIG","SVR","HighEvrywher","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","Other","LittleChange","QStationary","NWQuad","Westerly","DenvCyclone"
"1551","StrongUp","Neutral","Neutral","WeakUp","WeakUp","Wet","Neutral","Dry","Neutral","Clear","PC","Clear","Clear","Strong","Strong","DCVZFavor","Strong","None","Weak","Marked","DecCapIncIns","Decreasing","Neutral","Increasing","XNIL","Aug20_Sep15","I","CThruK","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","Average","Average","HI","None","Weak","Slight","I","SVR","SIG","SIG","LowSHighN","Stable","VeryMoist","ModerateOrLe","StrongFront","DryMMoistL","E_W_S","NegToPos","QStationary","AllElse","LVorOther","DenvCyclone"
"1552","StrongUp","Neutral","Neutral","WeakUp","WeakUp","Dry","Neutral","VeryWet","VeryWet","Cloudy","Clear","Cloudy","Cloudy","Strong","Strong","Other","None","Weak","Weak","None","IncCapDecIns","Increasing","Negative","Decreasing","SIG","May15_Jun14","C","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N5GtLIGt_8","Stability","Average","Average","ACEFK","None","Strong","Strong","C","XNIL","SIG","SIG","LowEvrywhere","Steep","Average","ModerateOrLe","NoMajor","MoistMDryL","None","SigPositive","Moving","NWQuad","Westerly","LongAnticyc"
"1553","Down","WeakUp","Neutral","Neutral","Neutral","Wet","Dry","Wet","Neutral","Clear","PC","Clear","Clear","Strong","Strong","Other","Weak","Strong","Weak","Marked","LittleChange","LittleChange","Negative","LittleChange","XNIL","Jul2_Jul15","C","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","Stifling","Unfavorable","None","C","XNIL","XNIL","XNIL","LowEvrywhere","CloseToDryAd","Dry","Steep","MarkedUpper","Other","E_W_S","SigPositive","Other","NWQuad","Westerly","LongAnticyc"
"1554","Down","Neutral","WeakUp","Neutral","Neutral","Neutral","VeryWet","Wet","Neutral","PC","PC","PC","Clear","Strong","Strong","DCVZFavor","None","Strong","Strong","Marked","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Aug20_Sep15","E","CThruK","PartInhibit","Average","LessThanAve","CDEJ","LILt_8","Stability","MoreUnstable","Average","ACEFK","Stifling","Moderate","Slight","E","XNIL","XNIL","XNIL","LowEvrywhere","CloseToDryAd","Dry","ModerateOrLe","NoMajor","MoistMDryL","Other","LittleChange","None","AllElse","Westerly","LV"
"1555","WeakUp","WeakUp","Down","Neutral","Neutral","Wet","VeryWet","Wet","Wet","Clear","Cloudy","Clear","Clear","Strong","Strong","Other","Strong","None","Weak","None","LittleChange","LittleChange","Negative","LittleChange","SVR","May15_Jun14","J","CThruK","None","LessThanAve","LessThanAve","CDEJ","LILt_8","Instability","MoreUnstable","MoreUnstable","GJ","PartInhibit","Moderate","Strong","J","SVR","SVR","SVR","LowMtsHighPl","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","DryLine","LittleChange","None","LV","LVorOther","SEQuad"
"1556","StrongUp","Neutral","Neutral","StrongUp","StrongUp","Neutral","Neutral","Dry","Wet","PC","PC","PC","Cloudy","None","None","Other","None","None","None","None","LittleChange","LittleChange","Negative","LittleChange","XNIL","Jul16_Aug10","J","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Stability","Average","MoreUnstable","GJ","None","Strong","Strong","J","SVR","SVR","SVR","LowAtStation","CloseToDryAd","Average","CloseToDryAd","NoMajor","MoistMDryL","DryLine","LittleChange","None","LV","LVorOther","E_NE"
"1557","WeakUp","Down","Neutral","WeakUp","WeakUp","Dry","VeryWet","Dry","Dry","PC","Cloudy","Cloudy","PC","None","None","Other","None","Weak","Weak","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jul2_Jul15","E","CThruK","Stifling","LessThanAve","Average","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Unfavorable","None","E","XNIL","XNIL","XNIL","LowAtStation","ModerateOrLe","Average","ModerateOrLe","NoMajor","MoistMDryL","E_W_N","LittleChange","None","SWQuad","Westerly","LV"
"1558","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Wet","Wet","VeryWet","PC","PC","PC","PC","Strong","Strong","Westerly","Weak","Weak","Weak","Some","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","Jul2_Jul15","H","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","H","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","HI","None","Moderate","Moderate","H","XNIL","XNIL","XNIL","LowSHighN","Stable","Average","ModerateOrLe","MarkedUpper","Other","E_W_S","NegToPos","Moving","NWQuad","LVorOther","E_NE"
"1559","StrongUp","Neutral","Neutral","Neutral","Neutral","Wet","Dry","VeryWet","VeryWet","PC","Cloudy","PC","PC","None","None","Westerly","None","None","None","None","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Jul16_Aug10","G","CThruK","Stifling","Average","MoreThanAve","G","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","GJ","None","Strong","Strong","G","SVR","SVR","SVR","LowEvrywhere","CloseToDryAd","Average","CloseToDryAd","NoMajor","MoistMDryL","E_W_N","NegToPos","Moving","SWQuad","Westerly","LongAnticyc"
"1560","Neutral","WeakUp","Neutral","WeakUp","WeakUp","Neutral","Neutral","Dry","Neutral","Cloudy","PC","Cloudy","Cloudy","None","None","Westerly","None","Weak","None","None","IncCapDecIns","Increasing","WeakPos","Decreasing","XNIL","May15_Jun14","A","AB","None","LessThanAve","MoreThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Weak","Moderate","A","SIG","SIG","SIG","Other","Steep","Average","Steep","MarkedUpper","DryMMoistL","DenvCyclone","SigNegative","Other","SWQuad","Westerly","DenvCyclone"
"1561","Down","Neutral","Down","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","PC","PC","PC","Clear","Strong","Strong","DCVZFavor","Weak","Weak","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SVR","Jul16_Aug10","A","AB","PartInhibit","LessThanAve","MoreThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Strong","A","XNIL","XNIL","SVR","Other","ModerateOrLe","Average","ModerateOrLe","MarkedUpper","Other","DenvCyclone","PosToNeg","None","SWQuad","Westerly","SEQuad"
"1562","Down","StronUp","Down","Down","Down","Dry","VeryWet","Wet","Wet","Clear","Clear","Clear","Clear","Weak","Strong","Other","Weak","Weak","None","Marked","LittleChange","LittleChange","Neutral","LittleChange","XNIL","May15_Jun14","A","AB","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Moderate","Slight","A","XNIL","XNIL","XNIL","LowMtsHighPl","ModerateOrLe","Dry","ModerateOrLe","MarkedUpper","Other","DenvCyclone","SigNegative","QStationary","SWQuad","Westerly","DenvCyclone"
"1563","Neutral","Down","StrongUp","Neutral","Neutral","Neutral","VeryWet","Dry","Dry","PC","PC","PC","PC","None","None","DCVZFavor","None","None","Weak","None","IncCapDecIns","Increasing","Neutral","Increasing","XNIL","Jul16_Aug10","C","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","Average","MoreUnstable","ACEFK","PartInhibit","Weak","Slight","C","XNIL","XNIL","XNIL","LowEvrywhere","ModerateOrLe","Dry","Steep","NoMajor","DryMMoistL","E_W_N","SigNegative","QStationary","NWQuad","Westerly","LongAnticyc"
"1564","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","Cloudy","PC","Cloudy","PC","Weak","Strong","DCVZFavor","Strong","Strong","Strong","Marked","LittleChange","LittleChange","Negative","Decreasing","SIG","Aug20_Sep15","K","CThruK","None","Average","Average","K","LILt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","None","Moderate","Moderate","K","SVR","SVR","SVR","LowNHighS","Steep","Average","ModerateOrLe","StrongFront","Other","E_W_S","NegToPos","Moving","AllElse","LVorOther","LV"
"1565","Down","Down","StrongUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Clear","Cloudy","Clear","Clear","Weak","Strong","Westerly","Strong","None","Weak","None","IncCapDecIns","Increasing","Neutral","Increasing","XNIL","May15_Jun14","I","CThruK","None","LessThanAve","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","Moderate","I","SIG","SIG","SIG","LowSHighN","Steep","Dry","ModerateOrLe","StrongFront","DryMMoistL","MovingFtorOt","NegToPos","QStationary","SWQuad","LVorOther","E_NE"
"1566","StrongUp","WeakUp","WeakUp","WeakUp","WeakUp","Neutral","VeryWet","Neutral","Neutral","PC","PC","PC","PC","Strong","Strong","StrongWest","Strong","Strong","Strong","Marked","LittleChange","LittleChange","WeakPos","LittleChange","SVR","Aug20_Sep15","D","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","D","None","Weak","Moderate","D","SVR","SVR","SVR","LowMtsHighPl","CloseToDryAd","VeryMoist","Steep","StrongFront","MoistMDryL","None","PosToNeg","Moving","AllElse","LVorOther","DenvCyclone"
"1567","StrongUp","Neutral","StrongUp","Neutral","Neutral","Neutral","Wet","VeryWet","VeryWet","PC","PC","PC","PC","Weak","Weak","Other","None","Weak","Weak","None","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jun15_Jul1","H","CThruK","PartInhibit","Average","MoreThanAve","H","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","HI","Stifling","Moderate","None","H","XNIL","XNIL","XNIL","LowMtsHighPl","Stable","VeryMoist","CloseToDryAd","OtherRapid","Other","None","NegToPos","None","AllElse","LVorOther","E_NE"
"1568","StrongUp","Neutral","Down","StrongUp","StrongUp","Neutral","Wet","Wet","VeryWet","Clear","PC","Clear","Clear","None","Strong","DCVZFavor","Strong","Weak","Strong","Marked","DecCapIncIns","Decreasing","Neutral","Increasing","SIG","Aug20_Sep15","G","CThruK","PartInhibit","LessThanAve","LessThanAve","G","LILt_8","Stability","MoreUnstable","MoreUnstable","GJ","None","Weak","Slight","G","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","NoMajor","Other","E_W_S","PosToNeg","Other","NWQuad","Westerly","LV"
"1569","Neutral","Neutral","StrongUp","WeakUp","WeakUp","Neutral","VeryWet","Neutral","Wet","Clear","PC","Clear","Clear","Strong","Strong","Other","None","None","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Aug11_Aug20","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Instability","Average","MoreUnstable","ACEFK","PartInhibit","Unfavorable","None","E","SVR","SVR","SVR","LowAtStation","ModerateOrLe","Dry","ModerateOrLe","OtherRapid","MoistMDryL","None","LittleChange","None","SWQuad","LVorOther","WidespdDnsl"
"1570","WeakUp","Neutral","Down","Neutral","Neutral","Dry","Neutral","VeryWet","VeryWet","Clear","PC","Clear","PC","Strong","Strong","Westerly","None","Weak","None","Some","LittleChange","LittleChange","StrongPos","Increasing","XNIL","Aug20_Sep15","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","B","Stifling","Unfavorable","None","B","SIG","SIG","SIG","LowNHighS","Steep","VeryMoist","Steep","OtherRapid","DryMMoistL","MovingFtorOt","SigNegative","Other","AllElse","LVorOther","DenvCyclone"
"1571","WeakUp","WeakUp","StrongUp","WeakUp","WeakUp","Neutral","Dry","Neutral","Neutral","PC","PC","PC","PC","Weak","Weak","Other","None","Weak","Strong","None","LittleChange","LittleChange","Neutral","LittleChange","SIG","Jun15_Jul1","A","AB","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Neutral","Average","Average","ACEFK","None","Moderate","Strong","A","SIG","SIG","SIG","HighEvrywher","ModerateOrLe","Dry","ModerateOrLe","OtherRapid","DryMMoistL","E_W_N","PosToNeg","None","SWQuad","Westerly","SEQuad"
