"","A","C","D","H","I","O","T"
"1651","adult","severe",0,"none",107.107088404435,175.351990650333,403.599772695241
"1652","old","none",8.0438548614252,"any",2562.11049303887,372.737850130142,3125.10309674258
"1653","adult","none",0,"none",100.904911495258,203.795853706191,440.673435352649
"1654","young","none",1.06344786563678,"any",371.703117742665,58.8768204477153,551.301583269564
"1655","adult","none",0,"none",83.5057591260303,190.595528395677,391.40079452429
"1656","young","none",0,"none",84.7210133408183,48.8971229936756,242.599717608463
"1657","young","none",0,"none",105.364350624947,74.013708770094,291.084650461305
"1658","adult","none",0,"none",44.3076539682619,158.434352275259,321.076856351583
"1659","old","mild",4.0493047810465,"any",2346.98197823328,318.833443786937,2848.84749870358
"1660","adult","none",0,"none",135.322203820062,202.93310717478,451.319046357407
"1661","adult","mild",0,"none",157.468320893057,174.997129913944,453.649438100111
"1662","adult","none",0,"none",117.943619963593,210.459955580411,461.450956300597
"1663","adult","none",4.51193127021728,"any",1447.59495518544,207.681485919014,1808.76874060565
"1664","old","none",0,"none",86.9433243216416,294.386342094744,529.363965386377
"1665","young","none",0,"none",60.9503173131638,56.0046208604563,234.538204018546
"1666","old","mild",0,"none",79.6018142824404,364.304007543285,591.043300618242
"1667","adult","none",0,"none",142.266990743807,196.905071557082,476.726882725472
"1668","old","mild",0,"none",122.043700671026,383.447991581766,630.413246102407
"1669","old","mild",5.99958928254708,"any",3378.17957134324,383.990246887801,3965.35059175487
"1670","old","mild",9.06926534420455,"any",4995.91892481056,383.809430661898,5614.13932922588
"1671","old","mild",9.83771124086256,"any",5527.70983479957,402.425629977897,6173.71066364327
"1672","young","none",0,"none",88.7661978258525,67.2961898657636,299.018186439737
"1673","old","mild",0,"none",123.209179151892,320.466430749095,588.856793486454
"1674","adult","none",0,"none",80.6334929674449,186.935804619268,415.221773114012
"1675","adult","severe",0,"none",158.78713664487,162.807456488623,445.03541030833
"1676","young","none",0,"none",88.4755495675603,53.24383980918,267.844172074615
"1677","adult","none",0,"none",57.2233814378239,156.532641192654,352.231782018014
"1678","young","none",0,"none",90.9927667235583,54.7043280376779,245.64924469415
"1679","adult","none",3.88677198177115,"any",1269.60161450393,178.252144722364,1597.68803586879
"1680","young","none",0,"none",62.424574449355,69.439532586839,259.166955523452
"1681","adult","none",4.21527472043526,"any",1337.87633181766,187.15352850587,1685.12945161555
"1682","young","none",0,"none",127.490167437719,62.9532583564008,330.843408347059
"1683","adult","none",0,"none",124.565943235934,147.261125476805,408.564402200156
"1684","young","mild",0,"none",181.81330454558,58.6272255014876,371.61032576858
"1685","young","none",0,"none",79.1805191731499,68.639455504897,274.885383757075
"1686","adult","mild",0,"none",110.109649737144,193.597431639665,441.60651030734
"1687","old","mild",0,"none",75.1090131756317,366.38763263386,592.687155040322
"1688","young","none",0,"none",77.9786204585369,59.9411388479073,266.634333485827
"1689","old","mild",5.14841452729672,"any",2980.23159142704,331.462661340224,3521.96259625038
"1690","adult","none",3.65226245911503,"any",1217.65071458989,171.707178978019,1545.6531686176
"1691","adult","mild",0,"none",88.3853862040659,168.299708205734,362.388107061133
"1692","adult","mild",4.00559923525744,"any",2387.08592738703,178.302919722908,2733.87503931583
"1693","adult","none",0,"none",90.23887927705,179.401965493195,419.899802741787
"1694","adult","none",3.70240099593803,"any",1205.3780399599,199.752883493279,1561.07955621019
"1695","young","none",1.09627487462549,"any",478.57564239154,53.8653968289181,666.793734533155
"1696","young","none",0,"none",164.403638490727,58.5887852928516,350.493978948361
"1697","young","none",0,"none",146.699444881561,54.9991904290286,328.273922087948
"1698","young","mild",0,"none",45.9586181098395,61.5019277027908,237.933744306772
"1699","adult","mild",0,"none",52.7800545444078,138.66077532009,320.319293574902
"1700","young","none",0,"none",151.393863963784,56.3007858622694,333.504413766455
"1701","young","none",1.04659449609206,"any",436.295275407572,55.3363120990334,633.430830861377
"1702","young","none",0,"none",91.9278812712525,57.704030281031,282.437452730159
"1703","adult","severe",0,"none",165.966483094333,151.696611044994,461.341680678593
"1704","young","mild",0,"none",181.421641341331,67.512860525132,365.349899262353
"1705","adult","none",3.6890252086804,"any",1199.36683569083,224.900032066341,1573.80747441762
"1706","old","mild",0,"none",154.65257452761,347.379885387409,636.136441287698
"1707","old","severe",0,"none",43.6113096097486,400.185993138862,599.526563127007
"1708","adult","mild",2.94162017486137,"any",1790.05842554413,181.217959324473,2132.37460639014
"1709","young","none",0,"none",153.028554158036,73.6070974524259,336.961970334674
"1710","young","none",0,"none",98.2354693402219,68.6916296680162,292.149579286326
"1711","adult","severe",4.47082222646589,"any",3677.69569888995,155.593216447916,4060.18119787755
"1712","adult","mild",0,"none",145.46182088058,150.662429188018,432.245283597548
"1713","young","none",0,"none",125.012035472524,46.6184575040804,296.831583240355
"1714","young","none",0,"none",123.841901408137,62.9627722758798,306.468380285828
"1715","adult","none",0,"none",107.702240485777,184.515920663407,418.231954632192
"1716","young","none",0,"none",187.34767153156,51.4197390167875,363.449222323052
"1717","young","none",0,"none",81.1067073808636,47.7812273490768,253.415674418043
"1718","old","mild",7.84286250793988,"any",4399.09264048405,335.702537498726,4963.43979719409
"1719","young","none",0,"none",124.713733358475,55.382995529969,310.464404482592
"1720","adult","none",0,"none",123.823054165516,183.708353051515,446.20427860132
"1721","adult","mild",1.86739451753151,"any",1049.51601070322,196.365767291806,1389.55794615783
"1722","adult","none",0,"none",82.5803435471413,164.545482909879,375.752128276318
"1723","old","mild",7.80908017733056,"any",4362.4629787947,342.557942966501,4916.21254305401
"1724","young","severe",0,"none",313.015112030994,49.7400097687234,491.071878742618
"1725","young","none",0,"none",98.4515916741588,49.5082188067786,281.503303047619
"1726","young","none",1.98291156908471,"any",712.715301746289,67.9186396861978,903.071044652175
"1727","old","mild",0,"none",94.31551510089,400.502151970429,640.662424484134
"1728","old","mild",9.27500674690247,"any",5092.70225545387,320.258626612833,5648.2986383219
"1729","adult","none",0,"none",151.05053820789,156.590835228779,453.325229957353
"1730","adult","none",0,"none",81.0391336874361,159.005547383481,364.888565281697
"1731","adult","none",0,"none",132.91904955815,199.974101171214,458.387376230224
"1732","old","mild",8.92993225208329,"any",4863.36415850629,384.935036594341,5495.69957652723
"1733","adult","none",0,"none",100.240206911509,174.655536369676,402.70763595468
"1734","adult","mild",0,"none",54.6892621778424,187.396939110942,366.304919155389
"1735","adult","mild",0,"none",54.2658798304862,158.996427881603,334.703264581182
"1736","old","mild",5.14014087558255,"any",2942.5036784889,333.495994227593,3473.63301457994
"1737","adult","none",0,"none",117.77647002514,175.297504419697,432.659796269457
"1738","old","mild",0,"none",105.194653990223,369.514179633084,614.206485758583
"1739","young","none",0,"none",117.769067466793,54.1597516356689,296.971254631166
"1740","adult","none",3.48205708677307,"any",1150.63898578366,145.760210308454,1439.82508458231
"1741","adult","none",0,"none",118.752785558541,181.603706827371,436.726657960726
"1742","young","none",0,"none",128.862282027587,65.561742905035,319.538533406362
"1743","young","none",0,"none",59.6977981181011,52.8953066414831,223.606196102467
"1744","adult","none",5.21481187465967,"any",1693.19210722806,195.664784272503,2056.52592173783
"1745","young","mild",0,"none",215.865089716245,40.4754846013197,361.484903709273
"1746","adult","none",0,"none",110.883952603992,159.976822652925,394.123201655567
"1747","old","mild",8.03793763883539,"any",4504.13558932284,326.144289292392,5055.04925568761
"1748","adult","mild",4.59353932946076,"any",2667.27682337583,185.267697199193,3033.82394158483
"1749","old","mild",0,"none",116.867706193642,399.616029548048,646.015809816907
"1750","old","none",0,"none",79.6605897807328,361.165980509726,597.905882646298
"1751","old","none",5.54927171753256,"any",1752.96031169888,380.255531490825,2307.1923298573
"1752","young","none",0,"none",56.8482800627912,70.8440159952719,266.850021287313
"1753","adult","none",0,"none",104.683640153163,141.451659019416,354.704801928082
"1754","old","mild",6.72448757652717,"any",3789.91445480657,350.050669236512,4349.62414927985
"1755","young","none",0,"none",91.3374918344556,71.7011080057857,289.950658223004
"1756","young","none",0,"none",81.7244337573758,62.5192089963217,261.504619675608
"1757","adult","none",3.63602194500029,"any",1169.61755643526,157.443893850563,1487.9912816226
"1758","old","none",5.67163240584505,"any",1794.90455013687,323.297989547664,2287.67661039952
"1759","adult","none",0,"none",101.521377558094,164.530489237669,402.071507781105
"1760","adult","none",0,"none",74.8860356629904,211.73306911991,430.045297572671
"1761","adult","mild",1.95220199662971,"any",1207.40204467372,216.827515883876,1578.22050374518
"1762","young","none",0,"none",50.7688549810765,38.6274397001024,197.631664660724
"1763","young","none",0,"none",53.1848848687071,61.5299527948253,246.04911373339
"1764","old","mild",7.45051920659427,"any",4315.05142305189,330.409730987918,4875.10253618459
"1765","adult","severe",0,"none",-22.5761504037837,222.441783146393,317.807968072951
"1766","adult","severe",0,"none",-7.82993164617105,160.044157425466,275.98084463276
"1767","adult","mild",0,"none",82.0535952206833,203.447722629028,396.170479121505
"1768","adult","none",2.25058691753111,"any",813.656173656134,184.749085590055,1144.07342006178
"1769","young","none",1.30548342936165,"any",496.545015866684,61.9972677919998,693.177902858328
"1770","young","none",1.5647041935379,"any",532.893247838174,62.0334698095926,736.616011252595
"1771","adult","severe",0,"none",-1.24771843955247,177.16727137413,300.90636153457
"1772","young","mild",0,"none",134.964752593249,52.8719663303277,299.876082538489
"1773","adult","none",0,"none",24.0249249167175,203.27701843528,358.626895880859
"1774","old","none",5.32372270066007,"any",1690.7194699202,357.796622839477,2218.57769518742
"1775","young","none",0,"none",36.1170861185052,57.8893523579295,216.62942017096
"1776","adult","none",0,"none",115.441761020845,194.234935058734,430.335916503127
"1777","adult","none",0,"none",29.7185458037658,190.129733811505,339.741536894758
"1778","adult","none",0,"none",93.1982386020067,151.935666957955,378.869715196744
"1779","old","none",0,"none",90.1892119259928,350.326513229813,575.625996081299
"1780","young","none",0,"none",89.2104357654142,86.0187673606407,299.711343608063
"1781","old","mild",0,"none",7.65401454224417,376.813725247573,529.87638660284
"1782","old","none",0,"none",114.784160954262,371.333367204743,611.370317780514
"1783","adult","none",0,"none",96.1296447594848,154.19850172031,367.308766583089
"1784","adult","mild",0,"none",55.8626185858544,197.477806333267,383.325558244649
"1785","young","none",0,"none",122.41306187228,51.8612200608029,277.626079059158
"1786","young","none",0,"none",97.6597755796849,70.6521948975101,285.23345120294
"1787","adult","none",0,"none",73.2659174290673,136.825076777193,349.676794516063
"1788","adult","none",0,"none",59.2888082126119,177.789649944408,371.073994357431
"1789","young","mild",0,"none",91.662329876637,56.6465652133566,283.959310026014
"1790","young","none",0,"none",98.1550581739811,69.8700786256132,290.885485535325
"1791","adult","severe",3.14588100213099,"any",2543.18031453427,189.128040303476,2907.57694940961
"1792","young","mild",0,"none",148.169773814699,70.5061131111315,337.188180676274
"1793","young","none",0,"none",106.889618956092,71.3166941835172,307.016271393909
"1794","adult","none",0,"none",41.1436138936525,172.442494998765,330.521705233088
"1795","old","none",5.84214847223629,"any",1851.71009210642,282.507559465854,2296.87445603698
"1796","young","none",0,"none",87.2597110370935,50.3959665804043,269.575906818719
"1797","adult","none",0,"none",132.976439116396,181.882889335593,444.699503764153
"1798","old","none",4.72214627063721,"any",1464.3705956894,332.488104577167,1957.47784318627
"1799","adult","none",0,"none",52.0900030710628,171.404501452552,341.428076055722
"1800","adult","severe",0,"none",61.2231141373454,145.733283304879,330.943034610856
"1801","young","none",0,"none",105.564421815348,66.0465958019604,302.453141946636
"1802","old","none",0,"none",93.982454805039,340.18102189844,577.044388657789
"1803","adult","none",2.34390051462442,"any",778.613107890824,213.596391875711,1143.41128187824
"1804","adult","mild",3.37280746032493,"any",2052.62285774367,159.544561140678,2368.89976634441
"1805","adult","mild",0,"none",121.319339409163,187.98879078489,443.163029793639
"1806","adult","none",0,"none",103.874711562525,195.801160314983,421.79258876807
